_id,name,village,district,pricePerNight,propertyType,category,maxGuests,ownerContact,lat,lng
"osm-6851508386","Hotel Madhusudan","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","3","","30.1245119","78.3308861"
"osm-6854042185","Singh Hotel & Restaurant","Udham Singh Nagar","Udham Singh Nagar","3900","Boutique Hotel","Nature Eco","2","","29.2224264","78.9698863"
"osm-6964126489","Sachin","Haridwar","Haridwar","3300","Boutique Hotel","Nature Eco","6","","29.9460487","78.1544026"
"osm-6976386319","Riverview aroma","Nainital","Nainital","3600","Boutique Hotel","Nature Eco","6","","29.4012234","79.3013636"
"osm-6976391223","Sattal christian ashram","Nainital","Nainital","3500","Boutique Hotel","Nature Eco","5","","29.3604186","79.5314734"
"osm-7014000587","TAG Resorts Lavanya Bhimtal","Nainital","Nainital","3700","Boutique Hotel","Nature Eco","4","","29.3407197","79.5577428"
"osm-7028503913","Hipostel","Haridwar","Haridwar","1100","Backpacker Hostel","Adventure","5","","30.1336486","78.3201796"
"osm-7068626087","Ganesh Lok","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","4","","30.1132887","78.3068"
"osm-7076763185","Ima Ganga","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","2","","30.1305353","78.322697"
"osm-7131673086","Hotel Anamika","Tehri Garhwal","Tehri Garhwal","3800","Boutique Hotel","Nature Eco","3","","30.3729562","78.4312417"
"osm-7183914385","Vijay Laxmi Guesthouse","Chamoli","Chamoli","2200","Homestay","Char Dham","2","9557174977","30.5555782","79.5613445"
"osm-7213262481","Ashok Hotel","Nainital","Nainital","3200","Boutique Hotel","Nature Eco","3","","29.379435","79.464405"
"osm-7213272607","Live Free Hostel","Haridwar","Haridwar","1000","Backpacker Hostel","Adventure","4","+91 9639339600","30.1278535","78.325336"
"osm-7213286204","Vista Hostel","Nainital","Nainital","1700","Backpacker Hostel","Adventure","6","+91 7060666193","29.329002","79.4819767"
"osm-7217630585","Flying Penguin","Haridwar","Haridwar","1700","Backpacker Hostel","Adventure","2","","30.1317583","78.3246942"
"osm-7217966786","Kamal Guesthouse","Haridwar","Haridwar","2300","Homestay","Nature Eco","3","","30.1275098","78.3312976"
"osm-7227491286","Hiker's house","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","3","","30.1302336","78.3233114"
"osm-7236095171","Hotel Grey Castle","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","3","072528 30230","29.9455946","78.1568424"
"osm-7276074385","Orchid","Haridwar","Haridwar","1300","Backpacker Hostel","Adventure","2","","30.1313121","78.3238732"
"osm-7276444385","Devi music ashram","Haridwar","Haridwar","2300","Homestay","Nature Eco","2","","30.1293966","78.3232932"
"osm-7284131085","Treebo Trend Yogasthali Inn and Spa","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","2","","30.1309482","78.3256969"
"osm-7321492786","HEAL Farm","Nainital","Nainital","3000","Mountain Chalet","Adventure","3","","29.3562025","79.5206498"
"osm-7623611070","Prashant's Homestay Nainital","Nainital","Nainital","2400","Homestay","Nature Eco","2","+919105120922","29.3841798","79.4665525"
"osm-7852357764","Vanabaran Vaban","Dehradun","Dehradun","1800","Homestay","Nature Eco","6","","30.343079","78.0132041"
"osm-7887543651","Anand Kashi by the Ganges","Rishikesh","Tehri Garhwal","3200","Boutique Hotel","Nature Eco","3","+91 99976 48992","30.1087885","78.4394324"
"osm-7894473463","Tree Of Life Grand Oak Manor","Binsar","Almora","1900","Homestay","Nature Eco","5","","29.6955948","79.7473254"
"osm-7965630746","Eco Harrymans","Nainital","Nainital","4000","Boutique Hotel","Nature Eco","3","","29.3503988","79.2284851"
"osm-8137037204","Hotel Rahi","Udham Singh Nagar","Udham Singh Nagar","4000","Boutique Hotel","Nature Eco","6","","29.1570564","79.147316"
"osm-8156864878","Dev Palace","Haridwar","Haridwar","3900","Boutique Hotel","Nature Eco","5","","30.1301097","78.3237514"
"osm-8187606550","Hotel Silver Palace","Nainital","Nainital","3300","Boutique Hotel","Nature Eco","2","","29.2121513","79.5279522"
"osm-8189626122","Hotel Suryas","Nainital","Nainital","3200","Boutique Hotel","Nature Eco","4","","29.2152051","79.5324871"
"osm-8189626123","Hotel Parkland","Nainital","Nainital","3300","Boutique Hotel","Nature Eco","5","","29.215377","79.5323492"
"osm-8189626124","Jagdish Hotel","Nainital","Nainital","3400","Boutique Hotel","Nature Eco","6","","29.2154295","79.5322683"
"osm-8190137583","Hotel Mayur","Almora","Almora","3200","Boutique Hotel","Nature Eco","5","","29.6433806","79.4348612"
"osm-8273030269","Khergal Home Stay","Haridwar","Haridwar","2200","Homestay","Nature Eco","6","","30.1059457","78.3426563"
"osm-8304836204","Home stay wan","Chamoli","Chamoli","2000","Homestay","Char Dham","6","","30.2004015","79.6307957"
"osm-8318659490","Darbar Organic Hotel","Chamba","Tehri Garhwal","4000","Boutique Hotel","Nature Eco","2","9910364826","30.3300737","78.4014779"
"osm-8324620302","Himni guest house","Bageshwar","Bageshwar","2100","Homestay","Nature Eco","4","76183 04908","30.1428841","79.7135961"
"osm-8324636115","Guest house","Pithoragarh","Pithoragarh","2100","Homestay","Nature Eco","2","7302160635","30.0941894","80.2426107"
"osm-8357528315","Medicinal herbs","Bageshwar","Bageshwar","2000","Homestay","Nature Eco","2","","30.1177516","79.7046087"
"osm-8625068640","A Hillock Resort Durgesh Guest  House","Ranikhet","Almora","3200","Boutique Hotel","Nature Eco","2","","29.5757881","79.4788586"
"osm-8837616129","Vikas Hotel","Dehradun","Dehradun","3800","Boutique Hotel","Nature Eco","6","","30.456271","78.0779751"
"osm-8880884477","Mandali forest rest house","Uttarkashi","Uttarkashi","2600","Homestay","Wildlife","4","","30.8276009","77.9502886"
"osm-9120557129","Anjali Home Stay","Rishikesh","Haridwar","3700","Boutique Hotel","Nature Eco","6","","30.1299222","78.3193486"
"osm-9156767418","Oak Leaves Guest House","Nainital","Nainital","1800","Homestay","Nature Eco","5","7500733388, 05942247710","29.3652451","79.5343708"
"osm-9229264140","Hotel Moti Tower","Nainital","Nainital","3500","Boutique Hotel","Nature Eco","2","","29.2125711","79.5279469"
"osm-9399384797","Manu Home Stay","Mat","Almora","3700","Boutique Hotel","Nature Eco","4","+919410920696","29.6467519","79.6643962"
"osm-9399425261","Manoj Home Stay","Mat","Almora","3700","Boutique Hotel","Nature Eco","3","+919719119592","29.6469913","79.6643511"
"osm-9399434539","MangalMurti Himalayan Homestay","Mat","Almora","3600","Boutique Hotel","Nature Eco","6","+919594995620","29.6474609","79.6634175"
"osm-9399437053","Kasar Mountain Light Homestay","Mat","Almora","3900","Boutique Hotel","Nature Eco","5","","29.6472016","79.663321"
"osm-9689236798","The Himalayan Cherry","Almora","Almora","3600","Boutique Hotel","Nature Eco","5","","29.4275455","79.6334839"
"osm-9772045217","Shivalinga","Uttarkashi","Uttarkashi","4000","Boutique Hotel","Char Dham","4","","30.7388895","78.4541824"
"osm-9774462017","Wayside","Rudraprayag","Rudraprayag","3400","Boutique Hotel","Char Dham","4","","30.4040962","78.8390203"
"osm-9779110817","Tathatshu Ski Resort","Chamoli","Chamoli","3700","Boutique Hotel","Char Dham","4","","30.5487026","79.5737933"
"osm-9781263397","DaaJU's Think MOUNTAIN","Bhimtal","Nainital","3300","Boutique Hotel","Nature Eco","4","+918287920971","29.345296","79.5620479"
"osm-9787109917","Divine Resort","Haridwar","Haridwar","3600","Boutique Hotel","Nature Eco","4","","30.1266376","78.3249893"
"osm-9794350617","Sanidhya Inn","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","4","+919897508408","30.1243917","78.3139863"
"osm-9811881936","Army Rest House","Nainital","Nainital","3200","Boutique Hotel","Nature Eco","3","","29.380656","79.464073"
"osm-9835432514","Chilla Forest Rest House","Haridwar","Haridwar","2600","Homestay","Wildlife","6","","29.9722363","78.2113066"
"osm-9841476026","Gmvn swarg rohini cottages","Chamoli","Chamoli","3400","Boutique Hotel","Char Dham","3","","30.730879","79.0678374"
"osm-9841505332","Gmvn nadi complex, kedarnath base camp","Chamoli","Chamoli","1300","Backpacker Hostel","Char Dham","4","","30.723872","79.0701291"
"osm-9841506329","Gmvn","Chamoli","Chamoli","1100","Backpacker Hostel","Char Dham","6","","30.7072754","79.0662595"
"osm-9841511128","Gmvn kedar dome cottages","Chamoli","Chamoli","3600","Boutique Hotel","Char Dham","5","","30.7304459","79.0678659"
"osm-9857174261","Gmvn tourist lodge","Rudraprayag","Rudraprayag","3700","Boutique Hotel","Char Dham","3","","30.6540356","79.0271367"
"osm-9862200017","Boho","Tehri Garhwal","Tehri Garhwal","2600","Homestay","Nature Eco","4","+918806372593","30.1555874","78.3398384"
"osm-9994904156","Hotel canta","Nainital","Nainital","3400","Boutique Hotel","Nature Eco","3","","29.1874108","79.5023633"
"osm-9998788717","Mrig Valley","Tehri Garhwal","Tehri Garhwal","1900","Homestay","Nature Eco","4","","30.4254929","78.4032654"
"osm-9998788718","Hotel Aashiyana","Uttarkashi","Uttarkashi","3400","Boutique Hotel","Char Dham","5","","30.8009744","78.2260243"
"osm-9998788719","Hotel Heaven","Chamoli","Chamoli","3500","Boutique Hotel","Char Dham","6","","30.4019192","79.3310679"
"osm-10001188317","Charan Padhuka","Chamoli","Chamoli","3500","Boutique Hotel","Char Dham","4","","30.7381933","79.4954179"
"osm-10003360317","Rainbow Homestay","Bageshwar","Bageshwar","2400","Homestay","Nature Eco","4","","29.8524168","79.5967077"
"osm-10017673817","Hotel Kanha","Udham Singh Nagar","Udham Singh Nagar","3700","Boutique Hotel","Nature Eco","4","","29.204973","78.9598455"
"osm-10017873217","Staywell Cottage","Haridwar","Haridwar","1900","Homestay","Nature Eco","4","","30.127877","78.3184794"
"osm-10026443518","Dostel","Haridwar","Haridwar","2500","Homestay","Nature Eco","5","","30.1291513","78.3269281"
"osm-10114018617","Shoolin Jungle Lodge","Haridwar","Haridwar","3500","Boutique Hotel","Wildlife","4","8920834004","30.0189569","78.3366893"
"osm-10114159495","Blue Jay Hostel Rishikesh","Haridwar","Haridwar","1300","Backpacker Hostel","Adventure","2","","30.1301189","78.3250948"
"osm-10578342692","Doon Boulevard","Dehradun","Dehradun","2000","Homestay","Nature Eco","4","","30.4053408","78.0803636"
"osm-10594573945","Janardan","Nainital","Nainital","3900","Boutique Hotel","Nature Eco","2","","29.4243495","79.4273321"
"osm-10602916733","Hotel Grand Legacy Prime","Dehradun","Dehradun","3400","Boutique Hotel","Nature Eco","5","","30.3067635","78.0060517"
"osm-10602960198","FabHotel Clock View","Dehradun","Dehradun","3800","Boutique Hotel","Nature Eco","5","","30.4556252","78.0870998"
"osm-10647947211","Urban Nomads","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","3","","30.1253029","78.3310048"
"osm-10696928856","Pilibhit House, Haridwar - IHCL SeleQtions","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","3","+91-7217024116 , +91- 7217024117","29.9563701","78.170935"
"osm-10708680206","TRH GMVN","Pauri Garhwal","Pauri Garhwal","3400","Boutique Hotel","Nature Eco","3","","29.8408143","78.6803697"
"osm-10708680208","Tip N Top GMVN","Pauri Garhwal","Pauri Garhwal","3600","Boutique Hotel","Nature Eco","5","","29.8489479","78.6787856"
"osm-10711801692","Clarks Inn","Dehradun","Dehradun","3200","Boutique Hotel","Nature Eco","4","","30.3321024","78.0551756"
"osm-10718972174","Hotel Rahi","Haridwar","Haridwar","3400","Boutique Hotel","Nature Eco","6","01334228686","29.9443136","78.1525264"
"osm-10736822900","Monarch hotel","Dehradun","Dehradun","3400","Boutique Hotel","Nature Eco","2","","30.4596113","78.062347"
"osm-10830489210","GVMN Guest house","Rudraprayag","Rudraprayag","1800","Homestay","Char Dham","2","","30.286662","78.9787875"
"osm-10844974122","Hotel Embassy","Dehradun","Dehradun","3800","Boutique Hotel","Nature Eco","4","","30.3189768","78.0372082"
"osm-10844974123","The Trekkers Hostel","Dehradun","Dehradun","1600","Backpacker Hostel","Trekking","5","","30.3190072","78.0371564"
"osm-10844974124","FabExpress Central Plaza","Dehradun","Dehradun","4000","Boutique Hotel","Nature Eco","6","","30.3184636","78.0350195"
"osm-10844974125","Super OYO Green Comfort","Dehradun","Dehradun","3200","Boutique Hotel","Nature Eco","2","","30.3173061","78.0353492"
"osm-10873513021","Snow View","Dehradun","Dehradun","3600","Boutique Hotel","Nature Eco","3","","30.7013741","77.8727116"
"osm-10959071551","vivek hotel","bageshwar,uttarakhand","Bageshwar","3900","Boutique Hotel","Nature Eco","3","09627682777","29.8338738","79.7719389"
"osm-10968237757","Binsar KMVN Guest House","Binsar","Almora","1900","Homestay","Nature Eco","4","08650002537","29.6987881","79.7593029"
"osm-10971314045","Aastha Resort","Dava Pul","Dehradun","4000","Boutique Hotel","Nature Eco","2","+917505018299","30.7314084","77.8939246"
"osm-10973948049","Yes Boss Homestay","Uttarkashi","Uttarkashi","3200","Boutique Hotel","Char Dham","6","","31.1066132","78.3125483"
"osm-10992188951","DJSR Camp","Uttarkashi","Uttarkashi","4000","Boutique Hotel","Camping","3","","30.8029558","78.1861512"
"osm-11053349378","Tourist Rest House and Resturant (KMVN)","Nainital","Nainital","2600","Homestay","Nature Eco","5","","29.2673475","79.5444436"
"osm-11065405456","Hotel Uday Residency","Udham Singh Nagar","Udham Singh Nagar","3300","Boutique Hotel","Nature Eco","3","","28.9530286","79.4333678"
"osm-11148478772","Skyard Premium Hostel","Haridwar","Haridwar","1400","Backpacker Hostel","Adventure","4","+91 76681 76856","30.1325543","78.320365"
"osm-11148478779","Hobbit House Hostel","Haridwar","Haridwar","1200","Backpacker Hostel","Adventure","6","+91 93195 75756","30.135506","78.3170156"
"osm-11148478790","Sound House Hostel","Haridwar","Haridwar","1400","Backpacker Hostel","Adventure","2","+91 8860979123","30.1349455","78.3185394"
"osm-11148498651","Tebaar","Haridwar","Haridwar","1200","Backpacker Hostel","Adventure","3","+91 89549 15552","30.1305127","78.3223508"
"osm-11163213527","GMVN Jyotir Tourist Complex","Chamoli","Chamoli","2300","Homestay","Char Dham","4","9568006667","30.5553074","79.5622911"
"osm-11163221655","GMVN Tourist Rest House (Nargingh)","Chamoli","Chamoli","2400","Homestay","Char Dham","2","9568006668","30.5558519","79.5614829"
"osm-11163224220","GMVN Tourist Rest House","Chamoli","Chamoli","2400","Homestay","Char Dham","2","","30.7011833","79.5928678"
"osm-11169787825","HOTs - Hostel & Home Stay","Nainital","Nainital","1000","Backpacker Hostel","Adventure","2","","29.3209445","79.522998"
"osm-11169794151","The Hosteller Jeolikote","Nainital","Nainital","900","Backpacker Hostel","Adventure","3","","29.3162393","79.5195725"
"osm-11171900446","Hotel Snow View Heritage (The Old British Governour House)","Nainital","Nainital","3900","Boutique Hotel","Nature Eco","3","+91 5942-238570","29.3954205","79.4611593"
"osm-11181087451","En Route Hostel - Haldwani","Nainital","Nainital","1000","Backpacker Hostel","Adventure","3","+91 8700121427","29.2260743","79.5219417"
"osm-11233042237","Hotal Gangotri plaza","Haridwar","Haridwar","1000","Backpacker Hostel","Char Dham","4","","30.1245232","78.3311445"
"osm-11254961119","Chahat","Rudraprayag","Rudraprayag","3600","Boutique Hotel","Char Dham","6","","30.226186","78.7295155"
"osm-11283091269","हिमालयन स्प्लेंडर रिजॉर्ट","Dehradun","Dehradun","3800","Boutique Hotel","Nature Eco","6","","30.4649024","78.1687639"
"osm-11349070111","The Competent Palace","Dehradun","Dehradun","3300","Boutique Hotel","Camping","3","","30.3582909","77.848825"
"osm-11350495610","Gardenia Hotel","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","2","","29.9510739","78.0758211"
"osm-11351305997","Hotel Rudraksh","Nainital","Nainital","4000","Boutique Hotel","Nature Eco","4","","29.2199202","79.5127931"
"osm-11355888924","Huller Hotel","Nainital","Nainital","3200","Boutique Hotel","Nature Eco","6","","29.2112795","79.4687038"
"osm-11416633749","National Nature Guide Training Institute","Pauri Garhwal","Pauri Garhwal","900","Backpacker Hostel","Adventure","6","","29.4903237","78.7630279"
"osm-11416664300","Clarissa Resort","Nainital","Nainital","3700","Boutique Hotel","Nature Eco","2","","29.4008874","79.0760879"
"osm-11416664301","Aahana Resort","Nainital","Nainital","3800","Boutique Hotel","Nature Eco","3","","29.4075391","79.0521352"
"osm-11563405969","Junegiri Home and Farmstay","Haridwar","Haridwar","2200","Homestay","Nature Eco","6","","30.0840751","78.3636026"
"osm-11691516323","Virus Bistro","Nainital","Nainital","3400","Boutique Hotel","Nature Eco","5","","29.1888988","79.5033899"
"osm-11691749245","Villa","Nainital","Nainital","3600","Boutique Hotel","Nature Eco","2","","29.2314545","79.5312382"
"osm-11718286032","AVIRAL GUEST HOUSE","Dehradun","Dehradun","2100","Homestay","Nature Eco","4","","30.3282144","78.0657366"
"osm-11718351661","SHARMA GUEST HOUSE","Dehradun","Dehradun","2200","Homestay","Nature Eco","3","","30.3283685","78.0644248"
"osm-11740798982","Hotel Aketa","DEHRADUN","DEHRADUN","3400","Boutique Hotel","Nature Eco","4","+91 7618220066","30.3486066","78.0617838"
"osm-11843025769","12 Monks Hostel","Haridwar","Haridwar","1000","Backpacker Hostel","Adventure","6","073511 23314","30.1302973","78.3204704"
"osm-11851001708","Shri Balaji hotel","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","5","","29.9469416","78.1582554"
"osm-11851021484","Chitra Heritage","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","6","","29.9474385","78.1578879"
"osm-11851022667","Krishna Ji","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","4","","29.9466759","78.1589194"
"osm-11851025025","Hôtel Le Roi","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","2","","29.9472382","78.1551588"
"osm-11851032630","Shivmurti","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","2","","29.9470721","78.1565442"
"osm-11860330659","Parakh","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","6","","29.9467507","78.1587682"
"osm-11860349585","Peepal Tree","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","2","","30.1281651","78.3216046"
"osm-11860352787","Mokshda","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","4","","30.0603387","78.2316908"
"osm-11860355200","Gautam Palace","Haridwar","Haridwar","3600","Boutique Hotel","Nature Eco","2","","30.0791011","78.2596748"
"osm-11860370639","The Fern residency","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","6","","29.9985574","78.1898299"
"osm-11860371282","Hotel Regenta","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","4","","30.0066767","78.1896332"
"osm-11860372029","Roxxy Royal","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","6","","30.128467","78.3203455"
"osm-11860372030","Sara hotel","Haridwar","Haridwar","3600","Boutique Hotel","Nature Eco","2","","30.1280918","78.3215954"
"osm-11862213770","Hotel Ishan","Haridwar","Haridwar","3400","Boutique Hotel","Nature Eco","2","","30.1262931","78.328862"
"osm-11909374517","Stairway To Heaven","Dehradun","Dehradun","3400","Boutique Hotel","Nature Eco","4","6395392001","30.4125616","78.0859993"
"osm-12014498388","Vatika Banquet Hotel","Nainital","Nainital","3500","Boutique Hotel","Nature Eco","5","","29.2470493","79.5396788"
"osm-12026544562","Devoy Inn","Rishikesh","Haridwar","3300","Boutique Hotel","Nature Eco","4","","30.1317474","78.3241232"
"osm-12029430704","Zostel","Rishikesh","Haridwar","1400","Backpacker Hostel","Adventure","6","","30.1229413","78.3279113"
"osm-12029430709","Sivanta","Haridwar","Haridwar","3300","Boutique Hotel","Nature Eco","6","","30.1281747","78.3231481"
"osm-12029976701","Green Hills","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","3","","30.1309566","78.3238293"
"osm-12029976707","Amit Homestay","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","4","","30.1306876","78.3237658"
"osm-12029976711","Sai Stay Inn","Haridwar","Haridwar","3200","Boutique Hotel","Nature Eco","3","","30.1308009","78.3238055"
"osm-12030751388","Hotel Aradhya","Haridwar","Haridwar","3400","Boutique Hotel","Nature Eco","5","","30.11202","78.2960409"
"osm-12030751391","Hotel Bhagarati Palace","Rishikesh","Haridwar","3700","Boutique Hotel","Nature Eco","3","","30.1316826","78.3241979"
"osm-12049285941","Kuber Annex","Chamoli","Chamoli","3200","Boutique Hotel","Char Dham","3","","30.7012475","79.5937006"
"osm-12049302344","Hotel Himalayan Holidays","Chamoli","Chamoli","3700","Boutique Hotel","Char Dham","6","","30.7007443","79.5928436"
"osm-12049326860","The Neeraj Palace","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","2","","30.0965915","78.2866975"
"osm-12049329870","Hotel Digvijay","Haridwar","Haridwar","3200","Boutique Hotel","Nature Eco","2","","30.112696","78.2945027"
"osm-12155963741","Anandmay Homestay","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","3","+91 78959 39250; +91 81266 02325","30.1114822","78.3009812"
"osm-12253499677","The Hornbill Retreat","Champawat","Champawat","3300","Boutique Hotel","Nature Eco","4","","28.9962014","80.0724318"
"osm-12253543385","HOTEL MANSAROVAR","Champawat","Champawat","3700","Boutique Hotel","Nature Eco","2","","28.9893876","80.0676858"
"osm-12254163320","Hotel Vansh होटल वंश","Champawat","Champawat","3400","Boutique Hotel","Nature Eco","2","","28.9946056","80.0713011"
"osm-12334330110","Chitra Grand","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","2","","29.9475146","78.1577913"
"osm-12334330111","Babua Hyness","Haridwar","Haridwar","3600","Boutique Hotel","Nature Eco","3","","29.9468453","78.1589842"
"osm-12334330119","Ganga Vibes","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","6","","29.9499776","78.1637629"
"osm-12334330120","Signature Inn","Haridwar","Haridwar","3600","Boutique Hotel","Nature Eco","2","","29.949876","78.163634"
"osm-12334330304","Chitra Residency","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","6","","29.9473274","78.1577613"
"osm-12334330317","Ganga Avtaran","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","4","","29.9465553","78.1598831"
"osm-12334332001","City Deluxe","Haridwar","Haridwar","3600","Boutique Hotel","Nature Eco","3","","29.949776","78.1635145"
"osm-12337457001","Om Shivaay Inn","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","3","","30.130358","78.3242043"
"osm-12337457013","Sangam Palace","Haridwar","Haridwar","3200","Boutique Hotel","Nature Eco","5","","30.1284485","78.323124"
"osm-12337457014","Sarai","Haridwar","Haridwar","3300","Boutique Hotel","Nature Eco","6","","30.1285944","78.3234593"
"osm-12337457020","Hotstel","Haridwar","Haridwar","1600","Backpacker Hostel","Adventure","2","","30.1304674","78.3235213"
"osm-12337457105","Holy Shivana","Haridwar","Haridwar","3400","Boutique Hotel","Nature Eco","2","","30.1288501","78.3241269"
"osm-12337457106","Ganga Ambience","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","3","","30.1290285","78.3240559"
"osm-12337457108","Tip Top","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","5","","30.1304538","78.3233992"
"osm-12337457307","Hari Raj HR Stays","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","4","","30.1305749","78.3233625"
"osm-12343504404","Moon Light Camp and Resort","Haridwar","Haridwar","2100","Homestay","Camping","6","","30.1412296","78.3157103"
"osm-12343504410","Bhumi Forest Camp","Haridwar","Haridwar","3200","Boutique Hotel","Wildlife","2","","30.1408006","78.3157048"
"osm-12343507205","The Rudram Aura","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","2","","30.1424483","78.3153196"
"osm-12343507503","Tapovan Cascades","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","5","","30.147245","78.3148349"
"osm-12343507603","UbEx Home","Haridwar","Haridwar","3900","Boutique Hotel","Nature Eco","5","","30.1340135","78.3200457"
"osm-12343766102","m. s. Guest House","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","4","","30.1278994","78.3219721"
"osm-12347037701","Suryodaya","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","3","","29.9597991","78.1719472"
"osm-12538557174","Lemon Tree Resort Mussoorie","Picture Palace Road","Mussoorie","3500","Boutique Hotel","Nature Eco","6","0135 263 1241","30.4495069","78.0859103"
"osm-12592557455","SARSWATI GIRLS HOSTEL","Rudraprayag","Rudraprayag","1400","Backpacker Hostel","Char Dham","2","","30.227806","78.8062802"
"osm-12592557456","MANDAKNI GIRLS HOSTEL","Rudraprayag","Rudraprayag","1500","Backpacker Hostel","Char Dham","3","","30.2274352","78.8061858"
"osm-12592557457","GANGA GIRLS HOSTEL","Rudraprayag","Rudraprayag","1600","Backpacker Hostel","Char Dham","4","","30.2277912","78.8059112"
"osm-12592557458","NANDA DEVI GILS HOSTEL","Rudraprayag","Rudraprayag","1700","Backpacker Hostel","Char Dham","5","","30.2276503","78.8055507"
"osm-12592557459","BAGHIRATHI GIRLS HOSTEL","Rudraprayag","Rudraprayag","900","Backpacker Hostel","Char Dham","6","","30.2279172","78.8050185"
"osm-12592557460","YAMUNA GIRLS HOSTEL","Rudraprayag","Rudraprayag","1000","Backpacker Hostel","Char Dham","2","","30.228073","78.8043319"
"osm-12595974648","HILL VIEW HOTEL","Chamoli","Chamoli","3800","Boutique Hotel","Char Dham","5","","30.4115785","79.3173785"
"osm-12596010149","spot on hotel elite plaza","Udham Singh Nagar","Udham Singh Nagar","3400","Boutique Hotel","Nature Eco","6","","28.978107","79.3978627"
"osm-12596012110","A one guest house","Udham Singh Nagar","Udham Singh Nagar","1900","Homestay","Nature Eco","2","","28.9752664","79.4262677"
"osm-12596089614","hotel aroma classic","Udham Singh Nagar","Udham Singh Nagar","3800","Boutique Hotel","Nature Eco","6","","28.9789088","79.3986441"
"osm-12596192165","HOTEL RIVER VIEW","Chamoli","Chamoli","3400","Boutique Hotel","Char Dham","2","","30.4045584","79.3301155"
"osm-12596195682","Radisson Blu","Udham Singh Nagar","Udham Singh Nagar","3200","Boutique Hotel","Nature Eco","4","","29.0003678","79.399268"
"osm-12596293536","HOTEL SURYA","Chamoli","Chamoli","3800","Boutique Hotel","Char Dham","3","","30.4015063","79.3307389"
"osm-12596328044","RAGHAV LODGE","Chamoli","Chamoli","4000","Boutique Hotel","Char Dham","6","","30.402455","79.3309406"
"osm-12596331063","SATI LODGE AND RESTAURANT","Chamoli","Chamoli","3500","Boutique Hotel","Char Dham","5","","30.3479058","79.3212587"
"osm-12596331222","VASUDEV LODGE","Chamoli","Chamoli","3200","Boutique Hotel","Char Dham","4","","30.4027654","79.3308167"
"osm-12596341691","HOTEL DRONKUNJ","Chamoli","Chamoli","3400","Boutique Hotel","Char Dham","3","","30.3530954","79.3196413"
"osm-12610422964","Resort Blue Lotus","Nainital","Nainital","1900","Homestay","Nature Eco","6","","29.5635539","79.4521628"
"osm-12656816548","Hotel Nature's Lap","Mussoorie","Uttarakhand","3900","Boutique Hotel","Nature Eco","5","+91-8979489207","30.4560516","78.0578461"
"osm-12706503701","Treebo Premium Hotel Pearl Avenue","Dehradun","Dehradun","3700","Boutique Hotel","Nature Eco","3","+919322800100","30.3122144","78.076946"
"osm-12750035502","Jungle View Homestay, Sendhikhal, Uttarakhand","Pauri Garhwal","Pauri Garhwal","3500","Boutique Hotel","Wildlife","4","","29.7967967","78.6633462"
"osm-12901888526","Ananta Prana Glamping Resort Hotel in Mussoorie","Mussoorie","Dehradun","3700","Boutique Hotel","Nature Eco","3","+91 8007000085","30.467388","78.0619536"
"osm-13026788046","The Slow House Pangot","Pangot","Nainital","3200","Boutique Hotel","Nature Eco","3","+918595700621","29.4213944","79.4048409"
